account_id,customer_id,institution_id,account_number,account_type,account_status,account_open_date,available_balance
ACC000117,CUS008201,INS000005,0834644299613807,Savings,Active,2024-02-06,24279.24
ACC000118,CUS003500,INS000004,1860699399451068,Savings,Active,2023-02-22,130819.31
ACC000119,CUS004288,INS000004,3829216298604278,Salary,Active,2022-11-29,5197.06
ACC000120,CUS009306,INS000005,5710363056956250,Savings,Active,2024-09-17,8307.73
ACC000121,CUS004588,INS000005,9694123528889908,Savings,Active,2020-04-28,73125.39
ACC000122,CUS007875,INS000004,8860811071492360,Savings,Closed,2023-06-24,49727.62
ACC000123,CUS005385,INS000003,3680858844437213,Savings,Active,2024-12-13,8204.69
ACC000124,CUS006924,INS000001,2677638319180438,Savings,Active,2024-10-29,6644.64
ACC000125,CUS007112,INS000003,4309797568421818,Savings,Active,2025-05-16,2348.68
ACC000126,CUS007411,INS000002,0187472913112659,Savings,Active,2019-03-27,3657.41
ACC000127,CUS007162,INS000005,7460302312178170,Savings,Closed,2022-12-23,17718.05
ACC000128,CUS000677,INS000005,4232758881185920,Savings,Active,2020-04-20,71836.85
ACC000129,CUS002773,INS000003,6304165272618910,Savings,Active,2022-04-25,63636.31
ACC000130,CUS001384,INS000003,9531001792513622,Salary,Inactive,2023-11-30,48535.2
ACC000131,CUS000499,INS000001,3801370209819401,Savings,Active,2020-12-23,5329.59
ACC000132,CUS006712,INS000005,4696136077272045,Savings,Active,2020-11-02,88589.91
ACC000133,CUS009833,INS000004,0980635333501626,Current,Active,2026-07-20,41404.29
ACC000134,CUS007381,INS000001,2510494617305151,Savings,Active,2025-08-28,5073.68
ACC000135,CUS001855,INS000001,3320967309240741,Current,Active,2020-11-10,6397.23
ACC000136,CUS001070,INS000001,3596653390363857,Savings,Active,2021-12-14,49473.08
ACC000137,CUS004277,INS000005,4339195800084162,Savings,Active,2025-12-09,52792.8
ACC000138,CUS009788,INS000004,6750146831465003,Savings,Active,2023-06-04,14842.28
ACC000139,CUS004322,INS000005,9455846420181902,Savings,Active,2025-02-22,13418.41
ACC000140,CUS008539,INS000003,3201651988906091,Savings,Active,2025-01-03,35834.73
ACC000141,CUS006590,INS000001,7507519267750461,Savings,Closed,2025-09-30,26377.74
ACC000142,CUS000829,INS000002,6228439656887202,Current,Active,2018-12-03,40545.63
ACC000143,CUS009822,INS000003,0487103653476414,Savings,Active,2023-07-10,5253.73
ACC000144,CUS006020,INS000005,4271974531459550,Current,Active,2026-01-12,21686.62
ACC000145,CUS001687,INS000003,8002906954735642,Current,Active,2025-05-21,31499.2
ACC000146,CUS007465,INS000003,7294361090982450,Current,Active,2024-12-04,26787.45
ACC000147,CUS004348,INS000005,8146470236074170,Savings,Closed,2021-12-16,22819.89
ACC000148,CUS009668,INS000004,6022525531341762,Savings,Active,2023-10-10,10486.62
ACC000149,CUS009637,INS000001,2809541754016379,Current,Inactive,2025-05-04,30813.3
ACC000150,CUS002699,INS000004,0584828173933969,Salary,Active,2021-12-02,3759.11
ACC000151,CUS006052,INS000001,1082965612064646,Current,Inactive,2022-07-06,27830.24
ACC000152,CUS006628,INS000005,7647856250845014,Savings,Active,2021-10-20,95821.95
ACC000153,CUS003907,INS000002,3999257099286102,Savings,Active,2020-12-29,27263.23
ACC000154,CUS000624,INS000004,8551438255203286,Savings,Active,2020-12-21,8789.63
ACC000155,CUS000158,INS000005,5918198052839053,Salary,Inactive,2021-03-19,15879.44
ACC000156,CUS008761,INS000003,0673083038840167,Savings,Active,2022-05-19,9703.46
ACC000157,CUS005822,INS000001,7692191050719709,Savings,Active,2019-05-29,26957.85
ACC000158,CUS005763,INS000004,5744540691438767,Salary,Closed,2021-06-01,22560.14
ACC000159,CUS004605,INS000002,3843155676959792,Savings,Active,2025-10-19,8644.7
ACC000160,CUS004640,INS000005,9626327324370391,Savings,Active,2022-03-24,64799.74
ACC000161,CUS002637,INS000002,9056651413430768,Current,Closed,2019-01-08,16090.03
ACC000162,CUS004191,INS000005,3298768160519170,Current,Active,2019-10-01,33921.93
ACC000163,CUS009493,INS000004,2423637437380131,Savings,Active,2024-07-08,104390.98
ACC000164,CUS005655,INS000003,8434135716826111,Savings,Active,2024-07-28,6453.05
ACC000165,CUS005069,INS000003,4762073478735414,Savings,Active,2024-08-08,105635.59
ACC000166,CUS002970,INS000002,5564731168859266,Current,Active,2025-09-07,11958.96
ACC000167,CUS003033,INS000002,3700889438301485,Salary,Active,2024-02-18,83105.01
ACC000168,CUS004213,INS000004,7816560880418902,Savings,Inactive,2023-03-11,72800.68
ACC000169,CUS001480,INS000004,4462882617346087,Savings,Active,2022-02-23,11781.8
ACC000170,CUS004456,INS000002,3631493181372293,Savings,Active,2024-01-26,19689.77
ACC000171,CUS005150,INS000004,8045030834911647,Current,Active,2021-05-06,3371.15
ACC000172,CUS002373,INS000001,6492738681337227,Savings,Active,2024-12-05,15664.6
ACC000173,CUS001944,INS000004,8181553925883021,Savings,Active,2021-11-24,8163.5
ACC000174,CUS008266,INS000001,3671603384178760,Savings,Active,2022-04-22,10514.59
ACC000175,CUS005075,INS000001,2874907264881050,Current,Active,2020-04-19,23481.76
ACC000176,CUS003904,INS000004,3916781288379398,Savings,Active,2020-09-22,33719.35
ACC000177,CUS001443,INS000002,5930822781469539,Savings,Active,2022-10-18,11704.27
ACC000178,CUS003990,INS000001,5369823207248611,Savings,Inactive,2019-02-19,22800.08
ACC000179,CUS004903,INS000003,5623067801946701,Savings,Active,2022-04-14,13537.33
ACC000180,CUS009479,INS000001,4128044712083624,Savings,Active,2026-03-08,34502.95
ACC000181,CUS000551,INS000003,8748562378861732,Current,Active,2019-11-06,17452.7
ACC000182,CUS002762,INS000001,7760639513689906,Current,Active,2024-05-14,7364.21
ACC000183,CUS007971,INS000002,5741698436633756,Current,Active,2018-10-01,10724.35
ACC000184,CUS005381,INS000003,1845357777859294,Savings,Active,2019-03-01,16780.36
ACC000185,CUS000824,INS000003,5836188374489239,Savings,Closed,2019-03-02,41595.07
ACC000186,CUS001107,INS000001,6042445025670217,Current,Inactive,2023-09-13,100180.46
ACC000187,CUS002220,INS000005,8295988161037632,Savings,Inactive,2020-02-17,11620.37
ACC000188,CUS000362,INS000004,9403804374126980,Current,Active,2022-10-28,3808.71
ACC000189,CUS009956,INS000003,8655108619970783,Salary,Closed,2019-12-22,77143.32
ACC000190,CUS006418,INS000005,9313294027594250,Savings,Active,2024-09-14,38727.06
ACC000191,CUS004596,INS000005,1657555748632810,Savings,Active,2021-02-21,29446.31
ACC000192,CUS007621,INS000001,7056055738410960,Savings,Active,2020-01-23,5855.44
ACC000193,CUS002958,INS000002,0661615317660244,Savings,Active,2018-10-15,20410.0
ACC000194,CUS007087,INS000001,5697918143369757,Salary,Active,2025-02-26,44544.29
ACC000195,CUS009269,INS000002,5546068342605338,Savings,Active,2024-01-09,5362.2
ACC000196,CUS009613,INS000005,8249969660818758,Savings,Active,2018-08-28,55130.68
ACC000197,CUS006338,INS000004,8041403634874512,Salary,Active,2020-09-22,33319.33
ACC000198,CUS000464,INS000002,6193790229309443,Savings,Active,2019-12-21,75039.91
ACC000199,CUS001379,INS000001,1213455799900725,Salary,Active,2021-04-04,48890.86
ACC000200,CUS007508,INS000005,6687230636578371,Savings,Active,2020-09-04,2413.68
ACC000201,CUS005550,INS000005,5104136777679593,Salary,Active,2019-04-18,8087.3
ACC000202,CUS007825,INS000002,2249673719675579,Savings,Active,2019-07-24,43526.97
ACC000203,CUS007636,INS000003,1209454028944388,Savings,Inactive,2025-06-24,6478.77
ACC000204,CUS001796,INS000005,2697694136674886,Savings,Active,2020-05-19,10120.4
ACC000205,CUS000795,INS000004,8996908786391418,Savings,Active,2025-11-03,18712.01
ACC000206,CUS003068,INS000002,3590949044474270,Savings,Active,2020-09-12,13340.92
ACC000207,CUS009492,INS000004,7254452786109547,Savings,Active,2021-08-30,2984.24
ACC000208,CUS000725,INS000001,2874075193914603,Current,Active,2019-11-06,34346.18
ACC000209,CUS001233,INS000001,7828035689910858,Current,Active,2023-04-14,17595.05
ACC000210,CUS009783,INS000002,7770750139939256,Current,Active,2021-04-05,28071.4
ACC000211,CUS007519,INS000004,7974631771862667,Current,Active,2022-01-18,17991.02
ACC000212,CUS000540,INS000004,8616338638130326,Savings,Active,2021-09-10,2267.29
ACC000213,CUS007000,INS000004,2498640946654977,Savings,Active,2019-08-08,11520.49
ACC000214,CUS000109,INS000003,0536443495412176,Savings,Active,2020-05-18,8781.5
ACC000215,CUS002072,INS000004,2080128934828009,Savings,Active,2024-08-30,22696.66
ACC000216,CUS009889,INS000004,2053650456869690,Current,Active,2022-11-13,42744.09
ACC000217,CUS004595,INS000002,0192331524041575,Current,Inactive,2020-12-16,14872.39
ACC000218,CUS002420,INS000004,8427686127793333,Current,Inactive,2020-05-29,41336.12
ACC000219,CUS001189,INS000002,5694201844576616,Salary,Active,2023-10-27,87014.55
ACC000220,CUS006541,INS000004,2950641031841732,Savings,Inactive,2025-10-14,39594.19
ACC000221,CUS007595,INS000002,6523465546120384,Salary,Active,2020-12-31,143155.38
ACC000222,CUS007241,INS000002,6726440198928914,Savings,Active,2024-08-19,6789.83
ACC000223,CUS008242,INS000004,3535425628607813,Salary,Active,2026-03-26,64090.18
ACC000224,CUS003695,INS000002,8475134074918505,Savings,Active,2020-12-30,13643.56
ACC000225,CUS000071,INS000001,8240554651206906,Savings,Inactive,2019-09-05,30205.32
ACC000226,CUS008684,INS000003,1195973725303158,Savings,Active,2019-07-07,4844.83
ACC000227,CUS000474,INS000005,4643944280540092,Savings,Active,2024-05-12,149062.02
ACC000228,CUS005321,INS000002,3195078730539003,Savings,Active,2025-04-24,10734.73
ACC000229,CUS008661,INS000002,4329262055556284,Savings,Inactive,2026-06-13,51176.79
ACC000230,CUS001461,INS000002,9756578339399431,Current,Active,2020-07-03,133880.64
ACC000231,CUS004310,INS000004,0951888578782809,Salary,Active,2023-12-27,21164.66
ACC000232,CUS004243,INS000002,5728397830189865,Savings,Active,2024-07-26,77951.15
ACC000233,CUS006526,INS000005,9846074562567032,Salary,Active,2019-09-18,6337.62
ACC000234,CUS009902,INS000001,7188758750980207,Current,Active,2018-09-11,53687.28
ACC000235,CUS001440,INS000005,5204690743906484,Savings,Active,2024-06-04,25565.83
ACC000236,CUS001029,INS000004,7739202444073197,Savings,Active,2025-07-13,17720.49
ACC000237,CUS009036,INS000001,1890112036729169,Salary,Active,2025-02-23,11708.81
ACC000238,CUS009064,INS000003,4261666471079352,Current,Active,2020-03-24,5271.67
ACC000239,CUS002898,INS000003,7565208313001618,Savings,Closed,2020-06-29,25272.74
ACC000240,CUS005127,INS000001,3215290074166430,Savings,Active,2026-04-23,14557.32
ACC000241,CUS000723,INS000002,8604283167232464,Current,Active,2021-09-10,41319.03
ACC000242,CUS003401,INS000002,4710606067377889,Savings,Active,2018-11-02,29542.4
ACC000243,CUS003312,INS000003,2141810072908479,Savings,Active,2026-04-20,30563.49
ACC000244,CUS002875,INS000002,8011705647658575,Savings,Active,2021-03-24,41125.47
ACC000245,CUS002052,INS000002,7903367594791099,Current,Active,2019-03-18,7700.69
ACC000246,CUS009930,INS000001,9937848652308045,Savings,Active,2025-03-10,4959.26
ACC000247,CUS006250,INS000005,3343049820700026,Current,Active,2022-03-18,8471.69
ACC000248,CUS006691,INS000005,7554753964163825,Current,Active,2021-08-12,16233.0
ACC000249,CUS008152,INS000004,1172303582172633,Savings,Active,2024-09-28,8475.33
ACC000250,CUS006700,INS000001,0804808861125804,Savings,Active,2020-02-24,6341.85
ACC000251,CUS009479,INS000001,4306577211271681,Salary,Active,2025-01-01,4789.05
ACC000252,CUS007447,INS000004,0981766352152673,Current,Active,2023-04-14,18650.1
ACC000253,CUS008769,INS000005,7110706868646414,Current,Active,2022-04-25,17100.48
ACC000254,CUS006488,INS000004,7359468953742525,Savings,Active,2022-02-16,21637.13
ACC000255,CUS008980,INS000005,7768997739516603,Savings,Active,2024-04-24,48229.07
ACC000256,CUS009760,INS000004,2370140950715199,Savings,Active,2020-05-26,22060.62
ACC000257,CUS007647,INS000002,6323047725961159,Current,Active,2023-01-04,37490.54
ACC000258,CUS001889,INS000004,5338416290628815,Savings,Active,2025-08-26,40873.81
ACC000259,CUS008356,INS000003,6603098051834349,Savings,Active,2019-05-06,6474.82
ACC000260,CUS008594,INS000001,3635680877934724,Savings,Closed,2023-04-26,167014.72
ACC000261,CUS002533,INS000005,4167621874309647,Savings,Closed,2018-08-28,9438.32
ACC000262,CUS008545,INS000001,4293268348709295,Salary,Active,2025-04-24,19717.84
ACC000263,CUS000673,INS000005,1628908454826277,Savings,Active,2022-10-16,12088.34
ACC000264,CUS003154,INS000002,3312581287663404,Savings,Active,2020-04-19,19479.25
ACC000265,CUS000265,INS000004,1974476522469685,Current,Active,2021-08-24,77724.78
ACC000266,CUS001066,INS000004,1692175171352845,Savings,Active,2022-05-05,67618.94
ACC000267,CUS007135,INS000001,4705005745807664,Savings,Active,2025-04-12,13847.52
ACC000268,CUS000207,INS000005,8784138312760783,Current,Active,2024-10-15,5340.4
ACC000269,CUS005764,INS000002,3594822452488160,Savings,Active,2018-08-28,146363.72
ACC000270,CUS003502,INS000003,3534176546141191,Salary,Active,2023-08-08,93362.22
ACC000271,CUS005863,INS000005,0147391298358448,Savings,Active,2020-04-21,2269.23
ACC000272,CUS006216,INS000002,0127712771568539,Savings,Inactive,2020-05-20,26529.92
ACC000273,CUS008600,INS000003,0917447940803089,Savings,Active,2026-06-16,5338.6
ACC000274,CUS009852,INS000001,2290641996584029,Current,Active,2024-05-04,18159.29
ACC000275,CUS002757,INS000005,3764526587280238,Savings,Active,2026-06-02,26242.99
ACC000276,CUS008471,INS000003,6562600805980188,Savings,Active,2026-06-13,38061.73
ACC000277,CUS007275,INS000005,8003005378286872,Savings,Active,2025-09-20,3909.0
ACC000278,CUS001890,INS000002,2030710816922397,Savings,Active,2022-02-22,107157.92
ACC000279,CUS007823,INS000004,6621541519807027,Savings,Active,2024-01-22,8102.59
ACC000280,CUS008243,INS000001,2929428635834926,Savings,Active,2025-11-06,12933.2
ACC000281,CUS005243,INS000001,3898749559109233,Savings,Inactive,2024-11-01,26080.92
ACC000282,CUS004527,INS000003,5588572834638916,Savings,Active,2019-02-05,12675.68
ACC000283,CUS008516,INS000005,1905587530296149,Savings,Active,2021-06-25,35985.03
ACC000284,CUS004014,INS000005,9094167952027989,Current,Active,2021-05-13,32307.97
ACC000285,CUS005960,INS000002,1454811891728458,Savings,Active,2025-06-01,37377.74
ACC000286,CUS001805,INS000005,4874940092628865,Savings,Active,2020-03-22,29697.85
ACC000287,CUS007846,INS000002,8072008057019743,Current,Active,2024-07-20,5451.74
ACC000288,CUS001445,INS000002,5752925556808469,Salary,Active,2023-10-19,35134.54
ACC000289,CUS001779,INS000001,0015812362424947,Savings,Active,2021-11-15,92342.6
ACC000290,CUS002539,INS000004,0025190672446095,Savings,Active,2018-09-19,11737.9
ACC000291,CUS007804,INS000004,7724877476308357,Savings,Active,2022-04-03,20812.03
ACC000292,CUS005337,INS000004,2890910063474180,Savings,Active,2023-09-05,59151.18
ACC000293,CUS009921,INS000001,4202230597573368,Savings,Active,2019-12-29,58359.28
ACC000294,CUS009767,INS000002,2876575552586856,Savings,Active,2019-12-18,10712.12
ACC000295,CUS006121,INS000001,8506648782648713,Salary,Active,2022-05-20,9237.97
ACC000296,CUS005530,INS000002,0002554645334798,Savings,Active,2024-08-17,22201.38
ACC000297,CUS005632,INS000005,5294844704145056,Savings,Active,2022-11-11,30207.71
ACC000298,CUS007358,INS000003,3370695118196138,Salary,Active,2021-08-02,48341.56
ACC000299,CUS005941,INS000002,7595594229813324,Savings,Active,2025-12-16,2729.55
ACC000300,CUS009155,INS000001,1997711801677436,Savings,Active,2025-07-26,17378.91
ACC000301,CUS001330,INS000001,0489098592714369,Savings,Active,2019-09-24,23050.12
ACC000302,CUS004203,INS000004,4749347688938616,Savings,Active,2022-10-27,4185.39
ACC000303,CUS005789,INS000004,1877645808431965,Savings,Active,2022-06-02,27039.6
ACC000304,CUS001249,INS000005,2179005312605574,Savings,Inactive,2021-05-29,10618.46
ACC000305,CUS009746,INS000004,0284595876955912,Savings,Active,2023-08-25,60132.62
ACC000306,CUS000060,INS000002,6813078373183594,Current,Active,2025-01-11,15760.33
ACC000307,CUS006516,INS000002,1234592325802455,Savings,Active,2022-04-05,19961.83
ACC000308,CUS003214,INS000005,7116274351492863,Current,Active,2026-01-15,6222.05
ACC000309,CUS000118,INS000003,2702317402810607,Savings,Inactive,2019-03-08,78717.96
ACC000310,CUS006824,INS000004,6344334602633564,Savings,Active,2024-05-21,56356.16
ACC000311,CUS007360,INS000003,1629870252151435,Savings,Active,2021-01-02,23207.81
ACC000312,CUS000286,INS000005,1723685044852602,Salary,Inactive,2024-05-31,17149.12
ACC000313,CUS009885,INS000003,3547224055306113,Savings,Active,2026-06-28,53599.63
ACC000314,CUS008211,INS000003,9004589275234087,Current,Inactive,2024-07-26,44103.07
ACC000315,CUS001006,INS000005,0568335556385981,Savings,Active,2021-03-01,10400.7
ACC000316,CUS006746,INS000005,8284399748698005,Salary,Active,2020-09-04,9767.44
ACC000317,CUS003694,INS000001,5733807926609404,Savings,Active,2024-11-05,9050.33
ACC000318,CUS005690,INS000001,4750175056655899,Savings,Active,2019-05-02,20354.27
ACC000319,CUS005110,INS000002,0658697223242043,Current,Active,2019-06-01,15078.62
ACC000320,CUS004212,INS000001,0063191069713635,Savings,Active,2024-12-25,71186.06
ACC000321,CUS007208,INS000001,9114202861223286,Salary,Active,2022-11-30,65411.83
ACC000322,CUS008313,INS000004,1402454224922430,Savings,Closed,2019-05-26,19488.26
ACC000323,CUS006508,INS000001,2320001327892824,Current,Active,2022-11-03,41738.96
